observed_at_utc,flight,date_local,provider,instance_scheduled_out_utc,registration,status,provider_last_updated,inbound_id,operating,raw_note
2026-09-04T02:59:22+00:00,BA4468,2026-09-04,aeroapi,2026-09-04T17:05:00Z,G-LCYJ,Scheduled,,CFE8707-1788334180-airline-4548p,CFE,"codeshares=EI8368,BA4468"
2026-09-04T02:59:24+00:00,BA584,2026-09-04,adb,2026-09-04 09:40Z,,Expected,2026-09-03 05:12Z,,IsOperator,
2026-09-04T02:59:25+00:00,BA584,2026-09-04,aeroapi,2026-09-04T09:40:00Z,G-EUPS,Scheduled,,BAW1379-1788330751-airline-1715p,BAW,"codeshares=AA7154,JL7145,QR5924"
2026-09-04T02:59:27+00:00,BA7301,2026-09-04,adb,2026-09-04 06:00Z,G-LCYP,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T02:59:28+00:00,BA7301,2026-09-04,aeroapi,2026-09-04T06:00:00Z,G-LCYP,Scheduled,,CFE8717-1788241856-airline-491p,CFE,codeshares=BA7301
2026-09-04T02:59:29+00:00,BA8453,2026-09-04,adb,2026-09-04 12:35Z,,Expected,2026-08-26 18:58Z,,IsCodeshared,
2026-09-04T02:59:30+00:00,BA8453,2026-09-04,aeroapi,2026-09-04T12:35:00Z,G-LCAB,Scheduled,,CFE8464-1788334180-airline-4501p,CFE,codeshares=BA8453
2026-09-04T02:59:32+00:00,BA8454,2026-09-04,adb,2026-09-04 14:20Z,G-LCAB,Expected,2026-09-03 22:47Z,,IsCodeshared,
2026-09-04T02:59:33+00:00,BA8454,2026-09-04,aeroapi,2026-09-04T14:20:00Z,G-LCAB,Scheduled,,CFE8453-1788334180-airline-4490p,CFE,codeshares=BA8454
2026-09-04T02:59:35+00:00,BA8471,2026-09-04,adb,2026-09-04 07:50Z,G-LCYO,Expected,2026-09-03 20:04Z,,IsCodeshared,
2026-09-04T02:59:35+00:00,BA8471,2026-09-04,aeroapi,2026-09-04T07:50:00Z,G-LCYO,Scheduled,,CFE8751-1788327994-airline-1009p,CFE,codeshares=BA8471
2026-09-04T02:59:37+00:00,BA8475,2026-09-04,adb,2026-09-04 07:30Z,G-LCYJ,Expected,2026-09-03 22:33Z,,IsOperator,
2026-09-04T02:59:38+00:00,BA8475,2026-09-04,aeroapi,2026-09-04T07:30:00Z,G-LCYJ,Scheduled,,CFE8450-1788327994-airline-1007p,CFE,codeshares=BA8475
2026-09-04T02:59:39+00:00,BA8477,2026-09-04,adb,2026-09-04 09:45Z,G-LCYZ,Expected,2026-09-03 22:33Z,,IsOperator,
2026-09-04T03:00:26+00:00,BA8477,2026-09-04,aeroapi,2026-09-04T09:45:00Z,G-LCYZ,Scheduled,,CFE8703-1788333407-airline-117p,CFE,codeshares=BA8477
2026-09-04T03:00:28+00:00,BA8481,2026-09-04,adb,2026-09-04 06:05Z,G-LCAF,Expected,2026-09-03 18:25Z,,IsOperator,
2026-09-04T03:00:28+00:00,BA8481,2026-09-04,aeroapi,2026-09-04T06:05:00Z,G-LCAF,Scheduled,,CFE8468-1788241856-airline-433p,CFE,codeshares=BA8481
2026-09-04T03:00:30+00:00,BA8483,2026-09-04,adb,2026-09-04 05:50Z,G-LCAE,Expected,2026-09-03 21:04Z,,IsOperator,
2026-09-04T03:00:31+00:00,BA8483,2026-09-04,aeroapi,2026-09-04T05:50:00Z,G-LCAE,Scheduled,,CFE4471-1788240388-airline-268p,CFE,"codeshares=IB3788,BA8483"
2026-09-04T03:00:33+00:00,BA8491,2026-09-04,adb,2026-09-04 07:25Z,G-LCAH,Expected,2026-09-03 19:42Z,,IsOperator,
2026-09-04T03:00:34+00:00,BA8491,2026-09-04,aeroapi,2026-09-04T07:25:00Z,G-LCAH,Scheduled,,CFE8490-1788325117-airline-908p,CFE,codeshares=BA8491
2026-09-04T03:00:36+00:00,BA8702,2026-09-04,adb,2026-09-04 08:40Z,G-LCAC,Expected,2026-09-03 22:33Z,,IsOperator,
2026-09-04T03:00:37+00:00,BA8702,2026-09-04,aeroapi,2026-09-04T08:40:00Z,G-LCAC,Scheduled,,CFE8739-1788331491-airline-696p,CFE,codeshares=BA8702
2026-09-04T03:00:38+00:00,BA8708,2026-09-04,adb,,,,,,,http 204
2026-09-04T03:00:39+00:00,BA8708,2026-09-04,aeroapi,,,,,,,200 but no instance on 2026-09-04 in window 2026-09-03T00:00:00Z..2026-09-05T00:00:00Z (1 other)
2026-09-04T03:00:41+00:00,BA8759,2026-09-04,adb,2026-09-04 15:05Z,,Expected,2026-09-02 23:35Z,,IsCodeshared,
2026-09-04T03:00:42+00:00,BA8759,2026-09-04,aeroapi,2026-09-04T15:05:00Z,G-LCYV,Scheduled,,CFE7026-1788329784-airline-1205p,CFE,"codeshares=IB3778,BA8759"
2026-09-04T03:00:44+00:00,BY4414,2026-09-04,adb,,,,,,,http 204
2026-09-04T03:00:45+00:00,BY4414,2026-09-04,aeroapi,,,,,,,200 but no instance on 2026-09-04 in window 2026-09-03T00:00:00Z..2026-09-05T00:00:00Z (1 other)
2026-09-04T03:00:46+00:00,BY5480,2026-09-04,adb,,,,,,,http 204
2026-09-04T03:00:47+00:00,BY5480,2026-09-04,aeroapi,,,,,,,200 but no instance on 2026-09-04 in window 2026-09-03T00:00:00Z..2026-09-05T00:00:00Z (1 other)
2026-09-04T03:00:49+00:00,CX252,2026-09-04,adb,2026-09-04 11:20Z,,Expected,2026-09-03 05:12Z,,IsOperator,
2026-09-04T03:00:50+00:00,CX252,2026-09-04,aeroapi,2026-09-04T11:20:00Z,,Scheduled,,,CPA,codeshares=
2026-09-04T03:00:51+00:00,EI183,2026-09-04,adb,2026-09-04 20:10Z,,Expected,2026-09-03 05:12Z,,IsOperator,
2026-09-04T03:01:07+00:00,EI183,2026-09-04,aeroapi,2026-09-04T20:10:00Z,,Scheduled,,,EIN,"codeshares=BA5971,QR9652"
2026-09-04T03:01:09+00:00,EK15,2026-09-04,adb,2026-09-04 03:25Z,,Boarding,2026-09-04 02:28Z,,IsOperator,
2026-09-04T03:01:10+00:00,EK15,2026-09-04,aeroapi,2026-09-04T04:00:00Z,A6-EOK,Scheduled,,UAE343-1788287207-schedule-1303p,UAE,"codeshares=QF8015,FI6065"
2026-09-04T03:01:12+00:00,EK16,2026-09-04,adb,2026-09-04 13:35Z,,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:01:13+00:00,EK16,2026-09-04,aeroapi,2026-09-04T13:35:00Z,,Scheduled,,,UAE,"codeshares=QF8016,FI6032"
2026-09-04T03:01:14+00:00,EK2,2026-09-04,adb,2026-09-04 13:25Z,,Expected,2026-09-04 00:03Z,,IsOperator,
2026-09-04T03:01:15+00:00,EK2,2026-09-04,aeroapi,2026-09-04T13:25:00Z,,Scheduled,,,UAE,"codeshares=GA8862,QF8002,FI6034"
2026-09-04T03:01:17+00:00,GR401,2026-09-04,adb,2026-09-04 07:30Z,,Canceled,2026-09-03 19:42Z,,IsOperator,
2026-09-04T03:01:18+00:00,GR401,2026-09-04,aeroapi,2026-09-04T07:30:00Z,,Cancelled,,,AUR,codeshares=
2026-09-04T03:01:19+00:00,KL980,2026-09-04,adb,2026-09-04 07:25Z,,Expected,2026-09-03 22:33Z,,IsOperator,
2026-09-04T03:01:20+00:00,KL980,2026-09-04,aeroapi,2026-09-04T07:25:00Z,,Scheduled,,,KLM,codeshares=KL980
2026-09-04T03:01:22+00:00,KL991,2026-09-04,adb,2026-09-04 15:15Z,D-ACJJ,Expected,2026-09-03 22:47Z,,IsOperator,
2026-09-04T03:01:23+00:00,KL991,2026-09-04,aeroapi,2026-09-04T15:15:00Z,D-ACJJ,Scheduled,,GER1802-1788326570-airline-581p,GER,"codeshares=KL991,VS7038"
2026-09-04T03:01:25+00:00,KL992,2026-09-04,adb,2026-09-04 16:50Z,,Expected,2026-09-02 22:33Z,,IsOperator,
2026-09-04T03:01:26+00:00,KL992,2026-09-04,aeroapi,2026-09-04T16:50:00Z,,Scheduled,,,GER,"codeshares=KL992,VS7026"
2026-09-04T03:01:28+00:00,LG4606,2026-09-04,adb,2026-09-04 07:00Z,,Expected,2026-09-04 02:54Z,,IsOperator,
2026-09-04T03:01:28+00:00,LG4606,2026-09-04,aeroapi,2026-09-04T07:00:00Z,,Scheduled,,,LGL,codeshares=
2026-09-04T03:01:30+00:00,LS3131,2026-09-04,adb,,,,,,,http 204
2026-09-04T03:01:31+00:00,LS3131,2026-09-04,aeroapi,,,,,,,200 but no instance on 2026-09-04 in window 2026-09-03T00:00:00Z..2026-09-05T00:00:00Z (1 other)
2026-09-04T03:01:33+00:00,LX461,2026-09-04,adb,2026-09-04 08:15Z,HB-AZJ,Expected,2026-09-03 22:33Z,,IsOperator,
2026-09-04T03:02:19+00:00,LX461,2026-09-04,aeroapi,2026-09-04T08:15:00Z,HB-AZJ,Scheduled,,OAW460-1788325065-airline-52p,OAW,codeshares=LX461
2026-09-04T03:02:21+00:00,LX464,2026-09-04,adb,2026-09-04 14:50Z,HB-AZL,Expected,2026-09-03 15:09Z,,IsOperator,
2026-09-04T03:02:22+00:00,LX464,2026-09-04,aeroapi,2026-09-04T14:50:00Z,HB-AZL,Scheduled,,OAW457-1788325065-airline-51p,OAW,codeshares=LX464
2026-09-04T03:02:24+00:00,LX465,2026-09-04,adb,2026-09-04 17:05Z,HB-AZL,Expected,2026-09-03 15:10Z,,IsOperator,
2026-09-04T03:02:25+00:00,LX465,2026-09-04,aeroapi,2026-09-04T17:05:00Z,HB-AZL,Scheduled,,OAW464-1788325065-airline-61p,OAW,codeshares=LX465
2026-09-04T03:02:26+00:00,MS784,2026-09-04,adb,2026-09-04 08:40Z,,Expected,2026-09-03 05:12Z,,IsOperator,
2026-09-04T03:02:27+00:00,MS784,2026-09-04,aeroapi,2026-09-04T08:40:00Z,,Scheduled,,,MSR,"codeshares=UA7716,AC2869"
2026-09-04T03:02:29+00:00,QR2,2026-09-04,adb,,,,,,,http 204
2026-09-04T03:02:30+00:00,QR2,2026-09-04,aeroapi,,,,,,,200 but no instance on 2026-09-04 in window 2026-09-03T00:00:00Z..2026-09-05T00:00:00Z (1 other)
2026-09-04T03:02:32+00:00,SK502,2026-09-04,adb,2026-09-04 09:20Z,,Expected,2026-09-03 05:12Z,,IsOperator,
2026-09-04T03:02:33+00:00,SK502,2026-09-04,aeroapi,2026-09-04T09:20:00Z,,Scheduled,,,SAS,"codeshares=DL7631,EY4001,SQ2706,VS5921,SK502"
2026-09-04T03:02:34+00:00,SV110,2026-09-04,adb,2026-09-04 09:00Z,,Expected,2026-09-03 05:12Z,,IsOperator,
2026-09-04T03:02:35+00:00,SV110,2026-09-04,aeroapi,2026-09-04T09:00:00Z,HZ-AK27,Scheduled,,SVA111-1788305524-schedule-1662p,SVA,"codeshares=DL7348,VS5709"
2026-09-04T03:02:37+00:00,TK1930,2026-09-04,adb,2026-09-04 06:25Z,,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:02:38+00:00,TK1930,2026-09-04,aeroapi,2026-09-04T06:25:00Z,,Scheduled,,,THY,"codeshares=3U7256,BR3542,6E4058,TG9294,FI7031"
2026-09-04T03:02:40+00:00,U28019,2026-09-04,adb,2026-09-04 05:10Z,,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:02:41+00:00,U28019,2026-09-04,aeroapi,2026-09-04T05:10:00Z,G-EZDA,Scheduled,,EZY8687-1788245941-airline-1291p,EZY,codeshares=
2026-09-04T03:02:43+00:00,U28033,2026-09-04,adb,2026-09-04 13:00Z,,Expected,2026-09-04 01:21Z,,IsOperator,
2026-09-04T03:02:44+00:00,U28033,2026-09-04,aeroapi,2026-09-04T13:00:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:02:46+00:00,U28083,2026-09-04,adb,2026-09-04 05:00Z,,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:03:02+00:00,U28083,2026-09-04,aeroapi,2026-09-04T05:00:00Z,G-EZGI,Scheduled,,EZY8412-1788245941-airline-1156p,EZY,codeshares=
2026-09-04T03:03:04+00:00,U28111,2026-09-04,adb,2026-09-04 11:20Z,,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:03:05+00:00,U28111,2026-09-04,aeroapi,2026-09-04T11:20:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:03:07+00:00,U28471,2026-09-04,adb,2026-09-04 06:00Z,,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:03:07+00:00,U28471,2026-09-04,aeroapi,2026-09-04T06:00:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:03:09+00:00,U28519,2026-09-04,adb,2026-09-04 06:30Z,,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:03:10+00:00,U28519,2026-09-04,aeroapi,2026-09-04T06:30:00Z,,Scheduled,,,EZY,codeshares=
2026-09-04T03:03:12+00:00,U28601,2026-09-04,adb,2026-09-04 06:05Z,G-EZBW,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:03:13+00:00,U28601,2026-09-04,aeroapi,2026-09-04T06:05:00Z,G-EZBW,Scheduled,,EZY8014-1788238915-airline-1259p,EZY,codeshares=
2026-09-04T03:03:14+00:00,U28841,2026-09-04,adb,2026-09-04 05:40Z,,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:03:15+00:00,U28841,2026-09-04,aeroapi,2026-09-04T05:40:00Z,G-UZEG,Scheduled,,EZY8132-1788238915-airline-1337p,EZY,codeshares=
2026-09-04T03:03:17+00:00,UA900,2026-09-04,adb,2026-09-04 09:35Z,,Expected,2026-09-03 05:12Z,,IsOperator,
2026-09-04T03:03:18+00:00,UA900,2026-09-04,aeroapi,2026-09-04T09:35:00Z,N81105,Scheduled,,UAL901-1788241203-airline-1788p,UAL,"codeshares=LH9374,AC5375,NZ9831,OS7857,SN9099,LX3042"
2026-09-04T03:03:20+00:00,VS103,2026-09-04,adb,2026-09-04 10:15Z,,Expected,2026-09-03 05:12Z,,IsOperator,
2026-09-04T03:03:20+00:00,VS103,2026-09-04,aeroapi,2026-09-04T10:15:00Z,,Scheduled,,,VIR,"codeshares=DL5999,KL4822,AF9902,SV4806"
2026-09-04T03:03:22+00:00,AA109,2026-09-05,adb,2026-09-05 09:05Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:03:23+00:00,AA109,2026-09-05,aeroapi,2026-09-05T09:05:00Z,N798AN,Scheduled,,AAL174-1788334642-airline-1192p,AAL,"codeshares=BA1545,AY3779,IB4261,GF4154"
2026-09-04T03:03:25+00:00,AC851,2026-09-05,adb,2026-09-05 09:15Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:03:26+00:00,AC851,2026-09-05,aeroapi,2026-09-05T09:15:00Z,C-GHKC,Scheduled,,ACA856-1788329191-airline-999p,ACA,"codeshares=OS8237,LH6846,UL2851,TP8268,TG5812,MS9631,ME4513,A33074,UA8585,AI6303"
2026-09-04T03:03:27+00:00,AY1332,2026-09-05,adb,2026-09-05 09:20Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:04:14+00:00,AY1332,2026-09-05,aeroapi,2026-09-05T09:20:00Z,,Scheduled,,,FIN,"codeshares=MH9150,BA6032,CX1413,QF3803,AA9000,JL6840,UL3201"
2026-09-04T03:04:15+00:00,AZ221,2026-09-05,adb,2026-09-05 07:55Z,I-ADVG,Expected,2026-09-04 01:05Z,,IsOperator,
2026-09-04T03:04:16+00:00,AZ221,2026-09-05,aeroapi,2026-09-05T07:55:00Z,,Scheduled,,,ITY,codeshares=
2026-09-04T03:04:18+00:00,BA143,2026-09-05,adb,2026-09-05 09:20Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:04:19+00:00,BA143,2026-09-05,aeroapi,2026-09-05T09:20:00Z,G-XWBP,Scheduled,,BAW1142-1788379586-schedule-701p,BAW,codeshares=AA6661
2026-09-04T03:04:21+00:00,BA1466,2026-09-05,adb,2026-09-05 20:50Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:04:22+00:00,BA1466,2026-09-05,aeroapi,2026-09-05T20:50:00Z,G-EUUB,Scheduled,,BAW579-1788417943-airline-1264p,BAW,"codeshares=AA7081,CZ7255,QR5987"
2026-09-04T03:04:23+00:00,BA175,2026-09-05,adb,2026-09-05 09:15Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:04:24+00:00,BA175,2026-09-05,aeroapi,2026-09-05T09:15:00Z,G-VIIH,Scheduled,,BAW176-1788326510-airline-39p,BAW,"codeshares=AS5259,AA6936,AY5475,IB3561,EI8875"
2026-09-04T03:04:26+00:00,BA207,2026-09-05,adb,2026-09-05 08:55Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:04:27+00:00,BA207,2026-09-05,aeroapi,2026-09-05T08:55:00Z,G-XLEF,Scheduled,,BAW56-1788330751-airline-1261p,BAW,"codeshares=AA6958,AY5507,IB3584,EI8907"
2026-09-04T03:04:29+00:00,BA249,2026-09-05,adb,2026-09-05 10:15Z,,Expected,2026-04-17 14:50Z,,Unknown,
2026-09-04T03:04:29+00:00,BA249,2026-09-05,adb,2026-09-05 20:45Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:04:30+00:00,BA249,2026-09-05,aeroapi,2026-09-05T20:45:00Z,G-YMMN,Scheduled,,BAW98-1788330751-airline-1634p,BAW,"codeshares=IB3608,AY5891"
2026-09-04T03:04:30+00:00,BA249,2026-09-05,aeroapi,2026-09-05T10:15:00Z,G-YMMG,Scheduled,,BAW249-1788336442-airline-383p,BAW,"codeshares=IB3608,AY5891"
2026-09-04T03:04:31+00:00,BA2604,2026-09-05,adb,2026-09-05 06:10Z,,Expected,2026-07-20 10:27Z,,Unknown,
2026-09-04T03:04:32+00:00,BA2604,2026-09-05,aeroapi,2026-09-05T06:10:00Z,G-EUXJ,Scheduled,,EFW2645-1788329002-airline-922p,EFW,codeshares=BA2604
2026-09-04T03:04:34+00:00,BA2640,2026-09-05,adb,2026-09-05 05:40Z,,Expected,2026-09-04 01:28Z,,IsOperator,
2026-09-04T03:04:35+00:00,BA2640,2026-09-05,aeroapi,2026-09-05T05:40:00Z,G-EUUV,Scheduled,,EFW2651-1788329002-airline-937p,EFW,codeshares=BA2640
2026-09-04T03:04:36+00:00,BA2700,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:04:37+00:00,BA2700,2026-09-05,aeroapi,2026-09-05T06:05:00Z,G-GATK,Scheduled,,EFW2721-1788336442-airline-475p,EFW,codeshares=BA2700
2026-09-04T03:04:39+00:00,BA584,2026-09-05,adb,2026-09-05 08:15Z,,Expected,2026-09-04 00:33Z,,IsOperator,
2026-09-04T03:05:25+00:00,BA584,2026-09-05,aeroapi,2026-09-05T08:15:00Z,G-EUPG,Scheduled,,BAW445-1788415165-schedule-227p,BAW,"codeshares=AA7154,JL7145,QR5924"
2026-09-04T03:05:27+00:00,BA7301,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:05:28+00:00,BA7301,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:05:29+00:00,BA8453,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:05:30+00:00,BA8453,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:05:32+00:00,BA8454,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:05:33+00:00,BA8454,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:05:35+00:00,BA8471,2026-09-05,adb,2026-09-05 05:35Z,,Expected,2026-08-23 15:53Z,,IsCodeshared,
2026-09-04T03:05:36+00:00,BA8471,2026-09-05,aeroapi,2026-09-05T05:35:00Z,,Scheduled,,,CFE,codeshares=BA8471
2026-09-04T03:05:37+00:00,BA8475,2026-09-05,adb,2026-09-05 05:45Z,,Expected,2026-08-10 09:17Z,,IsCodeshared,
2026-09-04T03:05:38+00:00,BA8475,2026-09-05,aeroapi,2026-09-05T05:45:00Z,,Scheduled,,,CFE,codeshares=BA8475
2026-09-04T03:05:40+00:00,BA8477,2026-09-05,adb,2026-09-05 06:15Z,,Expected,2026-08-10 09:17Z,,IsCodeshared,
2026-09-04T03:05:41+00:00,BA8477,2026-09-05,aeroapi,2026-09-05T06:15:00Z,,Scheduled,,,CFE,codeshares=BA8477
2026-09-04T03:05:43+00:00,BA8481,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:05:44+00:00,BA8481,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:05:45+00:00,BA8483,2026-09-05,adb,2026-09-05 06:45Z,,Expected,2026-08-10 09:17Z,,IsCodeshared,
2026-09-04T03:05:46+00:00,BA8483,2026-09-05,aeroapi,2026-09-05T06:45:00Z,,Scheduled,,,CFE,"codeshares=IB3788,BA8483"
2026-09-04T03:05:48+00:00,BA8491,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:05:49+00:00,BA8491,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:05:51+00:00,BA8702,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:06:07+00:00,BA8702,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:06:08+00:00,BA8708,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:06:09+00:00,BA8708,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (0 other)
2026-09-04T03:06:11+00:00,BA8759,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:06:12+00:00,BA8759,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:06:14+00:00,BY4414,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:06:15+00:00,BY4414,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (0 other)
2026-09-04T03:06:16+00:00,BY5480,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:06:17+00:00,BY5480,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (0 other)
2026-09-04T03:06:19+00:00,CX252,2026-09-05,adb,2026-09-05 11:20Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:06:20+00:00,CX252,2026-09-05,aeroapi,2026-09-05T11:20:00Z,,Scheduled,,,CPA,codeshares=
2026-09-04T03:06:22+00:00,EI183,2026-09-05,adb,2026-09-05 20:10Z,,Expected,2026-09-04 02:14Z,,IsOperator,
2026-09-04T03:06:22+00:00,EI183,2026-09-05,aeroapi,2026-09-05T20:10:00Z,,Scheduled,,,EIN,"codeshares=BA5971,QR9652"
2026-09-04T03:06:24+00:00,EK15,2026-09-05,adb,2026-09-05 03:45Z,,Expected,2026-09-04 02:06Z,,IsOperator,
2026-09-04T03:06:25+00:00,EK15,2026-09-05,aeroapi,2026-09-05T04:00:00Z,,Scheduled,,,UAE,"codeshares=QF8015,FI6065"
2026-09-04T03:06:27+00:00,EK16,2026-09-05,adb,2026-09-05 13:35Z,,Expected,2026-08-30 01:22Z,,IsOperator,
2026-09-04T03:06:28+00:00,EK16,2026-09-05,aeroapi,2026-09-05T13:35:00Z,,Scheduled,,,UAE,"codeshares=QF8016,FI6032"
2026-09-04T03:06:29+00:00,EK2,2026-09-05,adb,2026-09-05 13:25Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:06:30+00:00,EK2,2026-09-05,aeroapi,2026-09-05T13:25:00Z,,Scheduled,,,UAE,"codeshares=GA8862,QF8002,FI6034"
2026-09-04T03:06:32+00:00,GR401,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:07:18+00:00,GR401,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:07:20+00:00,KL980,2026-09-05,adb,2026-09-05 07:25Z,,Expected,2026-09-03 22:50Z,,IsOperator,
2026-09-04T03:07:21+00:00,KL980,2026-09-05,aeroapi,2026-09-05T07:25:00Z,,Scheduled,,,KLM,codeshares=KL980
2026-09-04T03:07:22+00:00,KL991,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:07:23+00:00,KL991,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:07:25+00:00,KL992,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:07:26+00:00,KL992,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:07:28+00:00,LG4606,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:07:29+00:00,LG4606,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:07:30+00:00,LS3131,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:07:31+00:00,LS3131,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (0 other)
2026-09-04T03:07:33+00:00,LX461,2026-09-05,adb,2026-09-05 08:00Z,,Expected,2026-09-03 22:13Z,,IsOperator,
2026-09-04T03:07:34+00:00,LX461,2026-09-05,aeroapi,2026-09-05T08:00:00Z,,Scheduled,,,OAW,codeshares=LX461
2026-09-04T03:07:35+00:00,LX464,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:07:36+00:00,LX464,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:07:38+00:00,LX465,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:07:39+00:00,LX465,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (1 other)
2026-09-04T03:07:41+00:00,MS784,2026-09-05,adb,2026-09-05 08:40Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:07:42+00:00,MS784,2026-09-05,aeroapi,2026-09-05T08:40:00Z,,Scheduled,,,MSR,"codeshares=UA7716,AC2869"
2026-09-04T03:07:43+00:00,QR2,2026-09-05,adb,,,,,,,http 204
2026-09-04T03:08:30+00:00,QR2,2026-09-05,aeroapi,,,,,,,200 but no instance on 2026-09-05 in window 2026-09-04T00:00:00Z..2026-09-06T00:00:00Z (0 other)
2026-09-04T03:08:31+00:00,SK502,2026-09-05,adb,2026-09-05 09:20Z,,Expected,2026-09-03 23:29Z,,IsOperator,
2026-09-04T03:08:32+00:00,SK502,2026-09-05,aeroapi,2026-09-05T09:20:00Z,,Scheduled,,,SAS,"codeshares=DL7631,EY4001,SQ2706,VS5921,SK502"
2026-09-04T03:08:34+00:00,SV110,2026-09-05,adb,2026-09-05 09:00Z,,Expected,2026-09-03 23:29Z,,IsOperator,
